SupplierID,SupplierName,RawMaterialBatchID,MaterialName,MaterialGrade,InitialQuantity,Unit,ReceiveDate,MachineID,MachineName,MachineType,LastMaintenanceDate,CustomerOrderID,CustomerName,OrderDate,ProductionOrderID,ComponentToProduce,QuantityToProduce,ScheduledStart,ScheduledEnd,Status,MaterialUsedBatchID,QuantityUsed,QualityCheckID,CheckTimestamp,Result,InspectorName
S-01,SteelCorp,RM-0083,Copper Tube,C145 Tellurium,3101,kg,25-11-2024,M-103,P2-Milling Machine 2,Drawer,17-02-2025 20:23,C-501,Customer 83,14-Feb-25,1037,Component Q1,497.0072869,24-07-2024 23:23,16-06-2024 01:43,Completed,RM-0094,1454.306565,QC-227,03-13-2025 03:04,Passed,John Doe
S-01,SteelCorp,RM-0045,Steel Sheet,Mixed Grades,1650,pcs,28-01-2023,M-201,P1-CNC Lathe 1,Press,08-03-2024 17:42,C-511,Customer 117,24-05-2024 22:52,P1-24-1055,Component D7,208.2597983,21-05-2024 01:23,16-06-2024 01:43,Scheduled,RM-0015,,QC-225,,,John Doe
S-03,Global Metals,RM-0062,Steel I-Beam,C102,4680,kg,18-04-2024,M-201,P1-CNC Lathe 1,Lathe,13-01-2025 10:59,C-508,Customer 77,27-03-2024 21:04,P2-25-1021,Component A9,83.67669646,25-01-2023 11:34,23-02-2024 18:26,Completed,,1703.014513,,,Passed,PriorityOrder:Yes
S-01,SteelCorp,RM-0045,Aluminum Coil,Injection Grade,3044,m,17-05-2025,P1-LATHE-01,P1-Wire Drawer 1,Lathe,17-02-2025 20:23,C-504,Customer 63,26-01-2024 12:39,P2-25-1066,Component K8,1009.902517,02-09-2023 21:05,27-04-2023 06:02,In Progress,RM-0098,,QC-242,25-05-2025 07:11,Failed,John Doe
S-08,PlasticPro,RM-0089,Steel Bar,6061-T6,2806,meter,29-07-2025,M-202,P2-Grinding Machine 5,Press,18-06-2025 20:30,C-509,Customer 124,13-11-2024 13:22,P2-24-1075,Component W6,273.320199,29-03-2025 01:11,24-04-2023 16:26,Cancelled,RM-0020,1703.20119,,,,Peter Jones
S-06,Precision Fasteners,RM-0025,Titanium Fastener,T6 Temper,1212,pcs,17-05-2025,M-201,P1-Wire Drawer 1,Mill,18-06-2025 20:30,C-500,Customer 72,04-11-2025 18:05,1046,Component Z7,979.5400281,01-02-2024 11:34,25-07-2024 17:23,Completed,,,,03-13-2025 03:04,Passed,Mary Williams
S-02,Precision Fasteners,RM-0042,Aluminum Extrusion,Custom Profile,4479,sq ft,24-09-2024,M-105,P1-CNC Lathe 1,Press,09-03-2023 03:22,C-507,Customer 126,02-05-2025 20:34,P1-24-1090,Component K4,558.8861563,22-05-2025 01:21,26-05-2025 01:43,Completed,RM-0061,,QC-265,,Passed,
S-08,SteelCorp,RM-0044,Titanium Wire,C102,2930,kg,17-05-2025,M-104,P2-Milling Machine 2,Cutter,24-03-2024 15:43,C-501,Customer 66,02-09-2024 18:37,P1-25-1087,Component X5,473.0123517,26-01-2023 01:21,20-07-2024 07:47,Completed,,2468.76048,QC-282,29-01-2025 14:52,Passed,
S-01,PlasticPro Inc.,RM-0095,LDPE Film,Grade 7,3269,pcs,18-04-2025,M-201,P1-Waterjet Cutter,Cutter,09/25/2024,C-504,Customer 141,19-01-2024 12:39,1099,Component A1,589.0938957,29-09-2024 11:34,01-02-2023 20:12,Scheduled,RM-0061,,QC-296,05-02-2023 23:30,Passed,marywilliams
S-08,PlasticPro Inc.,RM-0070,Wing Nut,PA66,2170,kg,12-02-2024,M-103,P1-CNC Lathe 1,Press,07/15/2025,C-507,Customer 67,09-04-2025 00:34,P1_24_1006,Component P3,482.1844072,26-04-2023 14:02,13-03-2025 03:21,Completed,,,QC-256,,Passed,Mary Williams
S-06,SteelCorp,RM-0027,Steel Round Bar,AMS 4911,2230,ft,18-04-2024,M-101,P1-Stamping Press 1,Cutter,25-09-2024 07:12,C-505,Customer 81,16-04-2025 09:12,P1-24-1078,Component K4,161.8143894,22-07-2024 09:23,05-10-2025 08:15,Scheduled,,,,21-07-2024 01:21,Passed,Peter Jones
S-06,GlobalMetals,RM-0086,Copper Plate,SS-316,2335,pcs,24-09-2024,M-201,P1-Waterjet Cutter,Drawer,01-03-2024 17:42,C-507,Customer 114,03-06-2024 22:52,P2-23-1065,Component C1,610.6954236,28-03-2024 15:19,30-10-2025 08:34,Completed,RM-0017,3975.514904,QC-254,26-01-2023 17:15,,Peter Jones
S-03,Global Metals,RM-0058,Steel Sheet,Cold Rolled,1779,ft,25-11-2024,M-202,P1-CNC Lathe 1,Press,20-07-2023 03:41,C-507,Customer 71,10-29-2024 07:12,P1-24-1043,Component V6,261.8546264,29-11-2024 01:05,21-05-2024 21:23,Completed,,1094.730883,,22-05-2025 19:35,Passed,Jane Smith
S-06,Precision Fasteners,RM-0025,LDPE Film,Copolymer,3122,ft,21-01-2025,M-201,P2-Grinding Machine 5,Mill,01-08-2024 01:14,C-502,Customer 87,31-01-2024 09:27,P2-23-1029,Component R4,543.0702852,13-03-2025 01:21,28-11-2025 17:53,Quoted,RM-0076,,,,Passed,
S-06,SteelCorp,RM-0096,Steel Plate,2024-T351,2.28E+03,kg,25-11-2025,M-103,P2-Grinding Machine 5,Drawer,09/25/2024,C-501,Customer 143,31-01-2024 09:27,P1-23-1086,Component C5,611.7809093,20-04-2025 23:18,23-04-2024 04:27,Quoted,,2264.859129,QC-214,03-09-2023 11:15,,John Doe
S-04,SteelCorp,RM-0076,PETG Filament,Cold Finished,3717,kg,17-05-2025,M-103,P1-Wire Drawer 1,Lathe,10-01-2024,C-507,Customer 101,04-25-2025 17:34,P1-24-1070,Component K3,477.9533507,27-09-2024 06:21,17-08-2024 01:43,Pending Materials,RM-0052,,,02-10-2024 13:21,Failed,Peter Jones
S-01,Precision Fasteners,RM-0018,Copper Tube,1018 Carbon,1650,kg,13-02-2024,M-103,P1-CNC Lathe 1,Cutter,29-04-2024 14:14,C-510,Customer 127,02-09-2024 18:37,P1-25-1001,Component E1,534.0988012,28-11-2025 07:53,30-03-2025 00:23,Completed,RM-0061,1528.850631,QC-296,,,Peter Jones
,Global Metals,RM-0081,Steel Plate,Translucent,1579,ft,13-01-2024,M-105,P1-Wire Drawer 1,Drawer,12/17/2023,C-503,Customer 85,04-11-2025 18:05,P1-25-1072,Component K7,74.85162997,26-03-2025 12:47,22-05-2025 17:21,Scheduled,RM-0100,1618.400914,,20-05-2025 21:31,Passed,Reworked:No
S-03,CopperCo,RM-0058,Steel Sheet,ACR,3122,kg,20-01-2023,M-103,P1-CNC Lathe 1,Press,18-10-2024 19:54,C-511,Customer 112,25-12-2023 17:52,P2-25-1014,Component Q4,990.3279588,22-04-2024 09:27,30-10-2025 08:34,Completed,RM-0051,,QC-215,21-02-2024 01:21,,Jane Smith
S-06,AluWorks,RM-0082,Steel Flat Bar,Alloy Steel,2737,kg,24-09-2025,M-101,P1-Stamping Press 1,Press,06/27/2024,C-512,Customer 93,18-02-2024 01:21,P1_25_1088,Component L4,510.3953821,02-09-2023 21:05,17-02-2024 19:00,Scheduled,RM-0042,,QC-217,21-04-2025 16:21,,
S-01,SteelCorp,RM-0060,Steel Round Bar,Beta C,4283,ft,13-02-2024,M-103,P2-Grinding Machine 5,Lathe,07-12-2024 15:45,C-509,Customer 91,03-09-2024 10:49,P1_25_1053,Component Z8,515.2683391,05-12-2024 23:18,29-01-2025 01:37,In Progress,RM-0048,1101.644547,,24-04-2023 15:43,,Jane Smith
S-03,AluWorks,RM-0034,Titanium Foil,Hot Rolled,4480,ft,24-09-2024,M-201,P1-CNC Lathe 1,Drawer,03/23/2025,C-510,Customer 81,23-10-2025 00:09,P1-24-1055,Component E1,474.1143069,27-01-2025 10:48,16-01-2024 13:23,Scheduled,RM-0034,,QC-251,,Passed,John Doe
S-02,PlasticPro,RM-0097,Washer Blank,Grade 7,4101,ft,12-02-2024,M-103,P2-Milling Machine 2,Lathe,19-12-2023 12:20,C-501,Customer 65,03-09-2024 10:49,P1-25-1087,Component W2,959.0572418,17-02-2025 14:52,21-05-2024 21:23,Scheduled,,4273.497356,QC-245,21-04-2025 20:31,Passed,
S-06,CopperCo,RM-0091,Steel Rod,Stainless 304,2956,m,25-08-2023,M-105,P1-Stamping Press 1,Grinder,18-02-2025 20:23,C-511,Customer 134,20-04-2024 23:05,P1_24_1084,Component T8,190.8124034,28-03-2024 15:19,26-05-2025 01:43,Scheduled,,,,,Passed,Jane Smith
S-08,Global Metals,RM-0023,Titanium Coil,Square,4951,pcs,20-01-2023,M-101,P1-Waterjet Cutter,Press,17-09-2025 14:03,C-504,Customer 123,01-03-2025 05:44,P2-25-1014,Component E1,494.8713629,24-07-2024 23:23,20-03-2024 19:11,In Progress,RM-0074,,QC-282,,Passed,
S-03,AluWorks,RM-0025,Steel H-Pile,C110,2731,kg,11-08-2024,M-201,P2-Milling Machine 2,Press,03-08-2025 11:15,C-503,Customer 115,25-12-2023 17:52,P1-24-1042,Component K3,976.5015768,17-01-2024 10:11,02-10-2024 14:21,Quoted,RM-0051,,QC-261,,,John Doe
S-01,AluWorks,RM-0066,Titanium Wire,SS-316,4680,kg,18-04-2023,M-101,P1-Wire Drawer 1,Lathe,09-03-2023 03:22,C-512,Customer 67,13-01-2023 13:00,P1_25_1053,Component V6,337.84005,26-03-2025 12:47,05-02-2024 06:02,Completed,,1576.872164,QC-229,16-01-2024 12:21,,Mary Williams
S-04,Precision Fasteners,RM-0019,Nylon Granules,Grade 2,4479,pcs,24-09-2024,M-103,P1-CNC Lathe 1,Drawer,07-12-2024 15:45,C-501,Customer 135,24-05-2024 22:52,P2-24-1075,Component X4,880.3824002,29-09-2024 02:44,26-04-2025 05:34,Scheduled,,,QC-256,,,Jane Smith
S-01,AluWorks,RM-0047,Lock Washer,1018 Carbon,4101,lbs,28-07-2025,M-104,P2-Milling Machine 2,Mill,03-06-2024 07:11,C-502,Customer 102,10-01-2023 13:58,P1-25-1052,Component W8,518.5591516,21-04-2025 00:14,05-02-2024 06:02,Quoted,,,QC-234,25-05-2025 07:11,,Awaiting stock confirmation
S-06,Global Metals,RM-0077,Titanium Hex Bar,Alloy Steel,1121,KG,23-03-2025,M-105,P1-CNC Lathe 1,Lathe,21-10-2025 18:05,C-512,Customer 100,31-01-2024 09:27,P2-23-1100,Component C2,804.9428225,18-05-2024 11:37,25-05-2025 08:24,Completed,,,QC-278,21-02-2024 01:21,Passed,Jane Smith
S-02,SteelCorp,RM-0081,Steel Sheet Pile,CP Grade 2,4711,kg,18-04-2023,M-103,P2-Grinding Machine 5,Drawer,04-12-2022 18:01,C-500,Customer 74,18-02-2024 01:21,P1_24_1079,Component Z1,82.09443048,01-08-2025 06:17,20-05-2025 22:14,Completed,,4555.472641,QC-237,,Passed,John Doe
S-04,PlasticPro,RM-0005,Titanium Bar,6AL-2Sn-4Zr-2Mo,3122,kg,12-02-2024,M-103,P1-CNC Lathe 1,Welder,10/21/2025,C-507,Customer 51,23-01-2025 17:49,P1-24-1022,Component Q8,88.73760798,18-02-2024 10:28,05-12-2024 00:04,Completed,,,,02-10-2024 13:21,,
S-04,CopperCo,RM-0017,Washer Blank,T6 Temper,3685,kg,23-03-2025,M-201,P2-Milling Machine 2,Lathe,07-12-2024 15:45,C-500,Customer 84,06-07-2025 05:27,P1-24-1096,Component X5,382.8189495,05-02-2023 23:14,06-08-2025 01:24,Quoted,RM-0096,2082.651123,,29-09-2024 16:51,Passed,John Doe
S-01,Global Metals,RM-0020,Steel Sheet Pile,Grade 1,4480,KG,28-01-2024,M-201,P1-CNC Lathe 1,Press,25-06-2024 11:39,C-500,Customer 132,11-09-2024 07:12,P1-25-1069,Component X1,231.9328165,20-05-2025 02:14,29-11-2025 02:25,Completed,RM-0071,897.0102825,QC-231,,,
S-01,SteelCorp,RM-0013,LDPE Film,Beta C,2806,pcs,17-05-2025,M-202,P1-Wire Drawer 1,Lathe,01-03-2025 10:55,C-504,Customer 104,09-05-2025 17:34,P1_24_1026,Component X9,925.7556434,05-02-2024 03:07,04-12-2024 01:17,Completed,,889.3306288,QC-296,,Passed,
S-03,Global Metals,RM-0074,Titanium Pipe,Grade 8 Steel,2765,kg,25-11-2024,M-101,P1-CNC Lathe 1,Mill,13-01-2025 10:59,C-501,Customer 91,25-06-2024 04:41,P1-25-1036,Component Z2,504.919323,04-02-2024 13:02,29-01-2025 15:44,In Progress,RM-0087,4306.30222,QC-267,,,Jane Smith
S-01,SteelCorp,RM-0036,PBT Resin,3003-H14,15118.08,kg,28-07-2025,M-105,P1-Stamping Press 1,Mill,08-01-2025 20:01,C-500,Customer 135,13-04-2023 14:31,P1_24_1067,Component C5,193.7143088,20-07-2024 12:35,21-02-2025 17:45,Completed,,3229.950002,QC-225,17-01-2024 08:08,,Peter Jones
S-03,Global Metals,RM-0070,Steel Plate,C110 H02,2806,ft,28-01-2023,M-104,P1-CNC Lathe 1,Press,12-02-2024 17:58,C-510,Customer 118,16-04-2025 09:12,P1-25-1004,Component V1,188.2213654,13-03-2025 01:21,29-01-2025 15:44,Scheduled,RM-0054,,,,Passed,Mary Williams
S-01,SteelCorp,RM-0063,Copper Sheet,0.1mm,4130,kg,25-08-2023,M-103,P1-Waterjet Cutter,Grinder,13-01-2025 10:59,C-500,Customer 125,03-06-2024 22:52,P1-24-1019,Component N9,89.19762208,05-12-2025 07:54,02-02-2024 05:34,Completed,,948.818013,QC-296,21-04-2024 20:31,,
S-01,CopperCo,RM-0069,Copper Ingot,1045,2393,kg,21-01-2025,M-103,P2-Milling Machine 2,Drawer,28-12-2023 17:10,C-507,Customer 87,01-03-2025 05:44,P1_24_1067,Component L3,872.5286282,05-08-2025 01:24,22-02-2024 00:11,In Progress,,1029.667963,QC-280,,Passed,
S-01,PlasticPro,RM-0056,Titanium Scrap,Galvanized,3044,pcs,25-11-2025,M-104,P1-CNC Lathe 1,Drawer,24-03-2025 18:31,C-512,Customer 96,09-01-2025 23:16,P2-25-1011,Component V3,82.07133881,24-12-2024 07:11,18-03-2024 01:23,Completed,,921.67925,QC-237,,Passed,Invalid date format
S-02,PlasticPro Inc.,RM-0017,Steel Scrap,5052-H32,2230,m,18-04-2024,M-103,P1-CNC Lathe 1,Drawer,29-04-2024 14:14,C-501,Customer 64,02-05-2025 20:34,P1_24_1044,Component R2,82.80361188,29-03-2025 08:23,21-01-2024 16:14,Completed,RM-0042,,QC-205,26-01-2023 17:15,Passed,Material receive date is after order start
S-04,CopperCo,RM-0026,Bolt Blank,Seamless,4479,kg,11-08-2024,M-101,P2-Milling Machine 2,Lathe,19-12-2023 12:20,C-506,Customer 90,09-05-2025 17:34,P1-24-1018,Component R4,979.2760403,15-08-2024 01:14,15-08-2024 22:14,In Progress,,581.4544137,,,Passed,
S-06,CopperCo,RM-0077,Steel Channel,6063-T5,3777,ft,18-04-2023,M-201,P2-Milling Machine 2,Grinder,16-12-2022 02:54,C-500,Customer 117,25-06-2024 04:41,P1_24_1044,Component B2,88.59138225,05-12-2025 07:54,01-08-2025 22:17,Completed,RM-0082,2405.572009,,,,PriorityOrder:Yes
S-02,SteelCorp,RM-0075,HDPE Granules,Grade 2,4680,ft,24-09-2025,M-202,P1-CNC Lathe 1,Grinder,16-07-2024 01:14,C-505,Customer 139,01-03-2025 05:44,P1-23-1086,Component H9,477.9493995,28-01-2023 02:40,21-01-2024 16:14,Completed,RM-0040,,,05-02-2023 23:30,,Jane Smith
S-02,PlasticPro,RM-0055,Rivet Blank,Clear,2882,kg,11-08-2024,M-104,P1-Wire Drawer 1,Drawer,25-09-2024 07:12,C-507,Customer 92,14-01-2023 20:53,P1-25-1072,Component U2,238.4366864,22-04-2024 09:27,24-04-2023 16:26,Scheduled,,878.5785149,,20-03-2024 18:21,Passed,Jane Smith
S-01,Global Metals,RM-0089,PVC Sheet,Schedule 40,2.28E+03,kg,21-01-2023,M-103,P2-Milling Machine 2,Grinder,19-06-2025 00:03,C-500,Customer 109,02-09-2024 18:37,P2-25-1092,Component G8,324.5768724,22-01-2023 09:21,30-03-2025 00:23,Scheduled,RM-0047,3462.299914,QC-209,17-01-2024 18:03,,Jane Smith
S-03,SteelCorp,RM-0040,Copper Wire,Natural,1603,kg,24-09-2025,M-201,P2-Milling Machine 2,Drawer,20-01-2024 18:22,C-509,Customer 131,03-03-2025 14:15,P1-24-1054,Component F6,518.0938939,24-05-2025 08:24,30-09-2024 05:34,In Progress,RM-0042,1087.051236,QC-267,,Passed,ETP = Electrolytic Tough Pitch
S-01,Precision Fasteners,RM-0020,Copper Plate,Natural,3717,kg,12-02-2024,M-201,P1-Wire Drawer 1,Grinder,15-12-2022 15:43,C-500,Customer 109,11-09-2024 07:12,1037,Component M3,1005.472341,25-04-2024 06:18,19-05-2024 02:25,Completed,RM-0061,970.4632753,QC-207,19-02-2024 00:35,,John Doe
S-02,Global Metals,RM-0046,Copper Wire,Natural,1622,ft,28-01-2024,M-101,P1-CNC Lathe 1,Mill,02-12-2025,C-509,Customer 137,25-06-2024 04:41,P1-25-1087,Component M8,89.65218021,29-11-2024 01:05,27-03-2025 10:47,Completed,RM-0073,,QC-248,29-01-2025 00:44,Passed,Peter Jones
S-08,SteelCorp,RM-0034,Steel Plate,2024-T351,3101,kg,18-04-2024,M-201,P1-CNC Lathe 1,Lathe,19-06-2025 00:03,C-505,Customer 147,19-12-2023 12:20,P1-25-1016,Component D7,320.0537132,05-12-2024 23:18,19-02-2024 09:28,Completed,RM-0100,,,28-01-2023 11:41,Passed,Supplier name missing
S-01,CopperCo,RM-0017,Steel Square Bar,C101,1526,kg,28-01-2023,M-101,P1-Wire Drawer 1,Lathe,28-12-2023 17:10,C-503,Customer 58,27-03-2024 21:04,P1-24-1018,Component B2,820.9406926,05-02-2023 23:14,22-02-2024 00:11,In Progress,,2275.004396,,,Passed,
S-03,AluWorks,RM-0079,Steel Scrap,Stainless 18-8,1603,kg,28-01-2023,M-105,P2-Grinding Machine 5,Drawer,25-09-2024 07:12,C-500,Customer 134,24-05-2024 22:52,P2/23/1059,Component Z8,687.0450307,29-01-2025 02:44,22-04-2023 05:02,Completed,,,,14-06-2024 16:21,,
S-02,AluWorks,RM-0057,Copper Bar,AMS 4911,3284,KG,17-05-2025,M-201,P1-Wire Drawer 1,Mill,08-03-2024 17:42,C-506,Customer 106,04-26-2024 10:29,P1_24_1049,Component P3,357.2697847,22-01-2023 09:21,29-03-2024 02:19,Completed,,,QC-219,16-02-2024 01:39,,Invalid date format
S-08,Precision Fasteners,RM-0025,Titanium Sheet,Cold Rolled,1579,kg,11-06-2024,M-103,P1-Stamping Press 1,Press,11-08-2024 11:15,C-512,Customer 114,11-04-2025 18:05,1050,Component N6,514.4290268,26-03-2025 12:47,06-08-2025 01:24,Cancelled,,,QC-243,,Passed,Supplier name missing
S-01,,RM-0024,Copper Wire Bar,A36,4951,ft,23-03-2025,M-202,P2-Grinding Machine 5,Grinder,03-03-2024,C-512,Customer 53,19-01-2024 12:39,1032,Component P8,1004.647333,23-04-2023 23:26,27-03-2025 16:11,Quoted,,2386.769797,QC-275,24-05-2025 07:29,,
S-01,AluWorks,RM-0068,Steel Flat Bar,Grade 1,4025,kg,28-07-2025,M-101,P1-Waterjet Cutter,Welder,05/18/2025,C-503,Customer 10,03-09-2024 10:49,1060,Component N6,507.7501521,27-09-2024 06:21,01-08-2025 01:18,Completed,RM-0040,,QC-202,04-12-2024 15:43,Passed,
S-06,Precision Fasteners,RM-0020,Steel Sheet,Grade 12,2509,m,10-03-2025,M-202,P1-Wire Drawer 1,Lathe,09-03-2023 03:22,C-504,Customer 138,02-05-2025 20:34,P1-23-1086,Component V1,160.0192994,18-02-2024 10:28,06-02-2023 18:14,Completed,RM-0098,1098.100947,,01-10-2025 15:21,Failed,Conflicting duplicate record - missing material and QC
S-06,Global Metals,RM-0085,Steel H-Pile,Assorted,2335,kg,25-10-2025,M-202,P2-Milling Machine 2,Cutter,10-01-2024,C-512,Customer 71,03-03-2025 14:15,1041,Component T5,498.0273602,01-10-2025 02:05,20-07-2024 07:47,Scheduled,,1614.730996,,02-10-2024 13:21,Passed,Material receive date is after order start
S-06,SteelCorp,RM-0040,Steel Scrap,PZ-27,1622,kg,17-05-2025,M-105,P1-CNC Lathe 1,Grinder,10/21/2025,C-503,Customer 94,03-06-2024 22:52,P1-25-1098,Component D2,997.54118,16-08-2024 11:43,25-05-2025 08:24,Completed,RM-0087,,QC-229,03-13-2025 03:04,Passed,
S-04,,RM-0066,Steel Hex Bar,0.05mm,2853,kg,14-02-2025,M-103,P1-Wire Drawer 1,Drawer,01-08-2024 01:14,C-511,Customer 67,03-03-2025 14:15,P2-24-1038,Component E1,996.2185574,22-02-2024 23:26,01-10-2025 16:05,Scheduled,,,,02-02-2024 04:44,,
S-08,CopperCo,RM-0095,Copper Sheet,A2 Stainless,1968,ft,21-01-2023,M-201,P2-Grinding Machine 5,Lathe,20-11-2023 03:32,C-512,Customer 149,24-05-2024 22:52,P1_24_1006,Component F3,558.8309169,20-03-2024 02:11,28-11-2025 17:53,Completed,,,,,,
S-06,SteelCorp,RM-0031,Flange Nut,Natural,1134,pcs,21-01-2023,M-104,P1-CNC Lathe 1,Mill,01-03-2024 17:42,C-510,Customer 84,16-07-2024 11:39,P2-24-1038,Component Q4,946.3791009,31-07-2025 02:18,27-04-2023 06:02,Completed,RM-0059,,QC-261,05-02-2024 05:08,,
S-01,SteelCorp,RM-0034,Steel Scrap,Grade 9,2591,kg,24-09-2024,M-104,P1-Stamping Press 1,Grinder,28-12-2023 17:10,C-507,Customer 99,16-04-2025 09:12,P1_25_1088,Component C2,484.9589226,29-09-2024 02:44,17-01-2024 19:14,Completed,RM-0091,1594.10378,QC-252,31-07-2025 23:22,Passed,
S-03,SteelCorp,RM-0010,Steel Coil,1045,1781,ft,29-07-2025,M-201,P1-CNC Lathe 1,Mill,19-02-2025 19:51,C-504,Customer 129,02-09-2024 18:37,P1-25-1004,Component Y4,271.6660504,05-12-2024 23:18,22-04-2023 05:02,Completed,,1119.468466,QC-283,21-04-2025 16:21,,
S-04,PlasticPro Inc.,RM-0073,Titanium Tube,Pure Copper,1650,kg,28-07-2025,M-202,P2-Milling Machine 2,Press,01-03-2025 10:55,C-513,Customer 126,19-12-2023 12:20,P1-25-1080,Component I6,986.0864619,28-11-2025 07:53,02-08-2025 11:25,Scheduled,,,QC-237,21-02-2024 01:21,,Mary Williams
S-06,SteelCorp,RM-0063,Polycarbonate Sheet,Grade 23,2127,ft,21-01-2023,M-103,P1-Waterjet Cutter,Press,25-11-2024 15:45,C-501,Customer 77,11-04-2025 18:05,P1-25-1016,Component P8,113.423593,21-02-2025 02:45,17-02-2024 19:00,In Progress,,,,29-09-2024 16:51,,Peter Jones
S-01,Global Metals,RM-0046,Hex Nut Blank,A36,2170,ft,25-10-2025,M-201,P1-CNC Lathe 1,Mill,23-11-2023 04:32,C-502,Customer 122,14-01-2023 20:53,P1-24-1022,Component E2,332.579856,16-01-2024 00:23,25-05-2025 08:24,Completed,RM-0061,,QC-275,,Passed,
S-06,Precision Fasteners,RM-0079,Titanium Foil,A36,1837,sq ft,26-03-2024,M-201,P2-Grinding Machine 5,Mill,08-03-2024 17:42,C-500,Customer 114,16-04-2025 09:12,P1-24-1061,Component U6,721.0132617,20-04-2025 23:14,29-11-2025 02:25,Scheduled,,,QC-223,03-09-2023 11:15,Passed,John Doe
S-06,SteelCorp,RM-0055,Titanium Powder,Square,1467,kg,17-05-2025,P1-WJC-01,P1-Wire Drawer 1,Mill,24-03-2025 18:31,C-504,Customer 119,25-12-2023 17:52,P1-24-1042,Component C9,502.0203456,28-11-2025 10:25,21-01-2024 16:14,Scheduled,,,,,Passed,John Doe
S-06,PlasticPro,RM-0100,Steel Sheet,WT5x6,4347,pcs,12-02-2024,M-101,P1-Wire Drawer 1,Cutter,14-12-2022 02:54,C-508,Customer 106,19-12-2023 12:20,1077,Component K3,82.37416172,20-05-2025 02:14,24-05-2025 08:34,Completed,RM-0080,4355.947977,,,Passed,Material receive date is after order start
S-01,Global Metals,RM-0100,Steel Sheet,UV Stabilized,1822,KG,14-02-2025,M-201,P1-Waterjet Cutter,Mill,17-02-2025 20:23,C-503,Customer 111,14-01-2023 20:53,P2-25-1057,Component T8,674.7857256,22-01-2023 09:21,21-01-2024 16:14,Completed,RM-0015,,,23-04-2024 03:31,Failed,
S-06,PlasticPro,RM-0025,Titanium Plate,Cold Rolled,4557,pcs,23-03-2025,M-101,P2-Milling Machine 2,Grinder,25-06-2024 11:39,C-513,Customer 104,10-01-2023 13:58,P1_24_1044,Component L8,459.7855653,24-12-2024 07:11,01-08-2025 01:18,Scheduled,RM-0056,658.5963292,,27-04-2023 05:25,,
S-06,PlasticPro,RM-0060,ABS Pellets,Aluminized,4479,kg,17-05-2025,M-103,P1-Wire Drawer 1,Drawer,25-06-2024 11:39,C-511,Customer 91,03-06-2024 22:52,P1-23-1051,Component Q4,970.5606966,18-05-2024 11:37,19-05-2025 00:21,Completed,RM-0083,,QC-217,,Passed,
S-01,SteelCorp,RM-0023,PVC Pellets,Schedule 40,2903,kg,11-06-2024,M-104,P1-CNC Lathe 1,Mill,17-02-2025 20:23,C-503,Customer 129,18-02-2024 01:21,P1-25-1052,Component W2,205.9809406,31-07-2025 02:18,17-02-2024 19:00,Completed,RM-0045,1432.778873,QC-227,24-05-2025 07:29,,
S-02,SteelCorp,RM-0013,Steel Sheet,Schedule 40,2127,m,25-11-2024,M-104,P2-Milling Machine 2,Press,23-11-2023 04:32,C-501,Customer 54,03-03-2025 14:15,1020,Component L4,644.970802,16-01-2024 19:54,24-04-2024 16:14,Scheduled,RM-0019,3601.569802,,03-13-2025 03:04,Passed,Peter Jones
S-06,PlasticPro,RM-0064,Copper Rod,Injection Grade,2393,kg,12-02-2024,M-201,P1-Wire Drawer 1,Mill,28-12-2023 17:10,C-513,Customer 101,25-04-2025 17:34,P1-24-1022,Component F9,81.85541455,29-03-2025 01:11,30-10-2025 08:34,Quoted,,,QC-251,22-01-2024 07:59,Passed,marywilliams
S-06,SteelCorp,RM-0005,Steel Coil,Natural,2882,lbs,28-07-2025,M-105,P1-Wire Drawer 1,Lathe,09-03-2023 03:22,C-509,Customer 91,25-06-2024 04:41,P1-24-1055,Component X1,89.15089345,15-02-2024 10:25,17-01-2024 08:54,Pending Materials,RM-0023,1138.059359,QC-296,,,Peter Jones
S-08,Global Metals,RM-0071,Titanium Plate,Square,4839,kg,13-02-2024,M-101,P2-Milling Machine 2,Cutter,03-06-2024 12:20,C-500,Customer 107,14-01-2023 20:53,P2-23-1065,Component W6,927.0510215,18-05-2025 01:21,27-03-2025 16:11,Completed,,1539.124283,,,,Jane Smith
S-06,SteelCorp,RM-0050,Polypropylene,Mixed Grades,1551,kg,17-05-2025,M-103,P2-Milling Machine 2,Drawer,20-01-2024 18:22,C-500,Customer 50,08-01-2024 09:44,P1_25_1053,Component C6,333.779234,20-05-2025 02:14,22-01-2023 17:21,Completed,RM-0075,879.9513434,QC-205,,,
S-01,Precision Fasteners,RM-0080,Carriage Bolt,Natural,4479,kg,14-12-2024,M-101,P1-CNC Lathe 1,Cutter,01-03-2025 10:55,C-502,Customer 87,04-11-2025 18:05,1050,Component X1,344.2828849,29-03-2025 08:23,06-12-2024 05:06,Scheduled,,,,,,PriorityOrder:Yes
S-03,CopperCo,RM-0091,Steel Rod,Grade 12,3257,ft,13-01-2024,M-202,P2-Milling Machine 2,Drawer,18-06-2025 20:30,C-506,Customer 102,25-12-2023 17:52,P1-23-1015,Component V1,1025.912827,28-11-2025 10:25,05-12-2025 20:54,Completed,,,QC-240,21-04-2025 16:21,Passed,Peter Jones
